,ID,DIST,CO,RTE,PF1,BEGPM,PF1.1,ENDPM,Length,HG,MAINT_DIST,MAINT_RGN,DIST_RGN,BUDGETZONE,FY/Q,Pass,Need 1,Need 2,District LOS Score,Pass.1,Need 1.1,Need 2.1,RA LOS Score,los_2022_start,FY/Q.1,Pass.2,Need 1.2,Need 2.2,District LOS Score.1,Pass.3,Need 1.3,Need 2.3,RA LOS Score.1,los_2022_q1,FY/Q.2,Pass.4,Need 1.4,Need 2.4,District LOS Score.2,Pass.5,Need 1.5,Need 2.5,RA LOS Score.2,los_2022_q2,FY/Q.3,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB 
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score.3,"NB/EB
Pass.1","NB/EB
Need 1.1","NB/EB
Need 2.1","NB/EB
Construction.1","NB/EB
Encampments.1","SB/WB 
Pass.1","SB/WB
Need 1.1","SB/WB
Need 2.1","SB/WB
Construction.1","SB/WB
Encampments.1", RA LOS Score,los_2022_q3,FY/Q.4,"NB/EB
Pass.2","NB/EB
Need 1.2","NB/EB
Need 2.2","NB/EB
Construction.2","NB/EB
Encampments.2","SB/WB 
Pass.2","SB/WB
Need 1.2","SB/WB
Need 2.2","SB/WB
Construction.2","SB/WB
Encampments.2",District LOS Score.4,"NB/EB
Pass.3","NB/EB
Need 1.3","NB/EB
Need 2.3","NB/EB
Construction.3","NB/EB
Encampments.3","SB/WB 
Pass.3","SB/WB
Need 1.3","SB/WB
Need 2.3","SB/WB
Construction.3","SB/WB
Encampments.3",RA LOS Score.3,los_2022_q4,FY/Q.5,"NB/EB
Pass.4","NB/EB
Need 1.4","NB/EB
Need 2.4","NB/EB
Construction.4","NB/EB
Encampments.4","SB/WB 
Pass.4","SB/WB
Need 1.4","SB/WB
Need 2.4","SB/WB
Construction.4","SB/WB
Encampments.4", District LOS Score,"NB/EB
Pass.5","NB/EB
Need 1.5","NB/EB
Need 2.5","NB/EB
Construction.5","NB/EB
Encampments.5","SB/WB 
Pass.5","SB/WB
Need 1.5","SB/WB
Need 2.5","SB/WB
Construction.5","SB/WB
Encampments.5", RA LOS Score.1,los_2023_q1,FY/Q.6,"NB/EB
Pass.6","NB/EB
Need 1.6","NB/EB
Need 2.6","NB/EB
Construction.6","NB/EB
Encampments.6","SB/WB 
Pass.6","SB/WB
Need 1.6","SB/WB
Need 2.6","SB/WB
Construction.6","SB/WB
Encampments.6",District  LOS Score,"NB/EB
Pass.7","NB/EB
Need 1.7","NB/EB
Need 2.7","NB/EB
Construction.7","NB/EB
Encampments.7","SB/WB 
Pass.7","SB/WB
Need 1.7","SB/WB
Need 2.7","SB/WB
Construction.7","SB/WB
Encampments.7", RA LOS Score.2,los_2023_q2,FY/Q.7,"NB/EB
Pass.8","NB/EB
Need 1.8","NB/EB
Need 2.8","NB/EB
Construction.8","NB/EB
Encampments.8","SB/WB 
Pass.8","SB/WB
Need 1.8","SB/WB
Need 2.8","SB/WB
Construction.8","SB/WB
Encampments.8",District LOS Score.5,"NB/EB
Pass.9","NB/EB
Need 1.9","NB/EB
Need 2.9","NB/EB
Construction.9","NB/EB
Encampments.9","SB/WB 
Pass.9","SB/WB
Need 1.9","SB/WB
Need 2.9","SB/WB
Construction.9","SB/WB
Encampments.9",RA LOS Score.4,los_2023_q3,FY/Q.8,"NB/EB
Pass.10","NB/EB
Need 1.10","NB/EB
Need 2.10","NB/EB
Construction.10","NB/EB
Encampments.10","SB/WB 
Pass.10","SB/WB
Need 1.10","SB/WB
Need 2.10","SB/WB
Construction.10","SB/WB
Encampments.10",District LOS Score.6,"NB/EB
Pass.11","NB/EB
Need 1.11","NB/EB
Need 2.11","NB/EB
Construction.11","NB/EB
Encampments.11","SB/WB 
Pass.11","SB/WB
Need 1.11","SB/WB
Need 2.11","SB/WB
Construction.11","SB/WB
Encampments.11", RA LOS Score.3,los_2023_q4,Q1 FY2024-Date Evaluated ,"NB/EB
Pass.12","NB/EB
Need 1.12","NB/EB
Need 2.12","NB/EB
Construction.12","NB/EB
Encampments.12","NB/EB
Comments","SB/WB 
Pass.12","SB/WB
Need 1.12","SB/WB
Need 2.12","SB/WB
Construction.12","SB/WB
Encampments.12","SB/WB
Comments", LOS Score,Q1 FY2024-Date Evaluated .1,"NB/EB
Pass.13","NB/EB
Need 1.13","NB/EB
Need 2.13","NB/EB
Construction.13","NB/EB
Encampments.13","NB/EB
Comments.1","SB/WB 
Pass.13","SB/WB
Need 1.13","SB/WB
Need 2.13","SB/WB
Construction.13","SB/WB
Encampments.13","SB/WB
Comments.1", LOS Score.1,los_2024_q1,Q2FY24 Date Evaluated,"NB/EB
Pass.14","NB/EB
Need 1.14","NB/EB
Need 2.14","NB/EB
Construction.14","NB/EB
Encampments.14","NB/EB
Comments.2","SB/WB 
Pass.14","SB/WB
Need 1.14","SB/WB
Need 2.14","SB/WB
Construction.14","SB/WB
Encampments.14","SB/WB
Comments.2",District LOS Score.7,Date Evaluated,"NB/EB
Pass.15","NB/EB
Need 1.15","NB/EB
Need 2.15","NB/EB
Construction.15","NB/EB
Encampments.15","NB/EB
Comments.3","SB/WB 
Pass.15","SB/WB
Need 1.15","SB/WB
Need 2.15","SB/WB
Construction.15","SB/WB
Encampments.15","SB/WB
Comments.3", LOS Score.2,los_2024_q2,FY24Q3 Date Evaluated,"NB/EB
Pass.16","NB/EB
Need 1.16","NB/EB
Need 2.16","NB/EB
Construction.16","NB/EB
Encampments.16","NB/EB
Comments.4","SB/WB 
Pass.16","SB/WB
Need 1.16","SB/WB
Need 2.16","SB/WB
Construction.16","SB/WB
Encampments.16","SB/WB
Comments.4", LOS Score.3,FY24Q3 Date Evaluated.1,"NB/EB
Pass.17","NB/EB
Need 1.17","NB/EB
Need 2.17","NB/EB
Construction.17","NB/EB
Encampments.17","NB/EB
Comments.5","SB/WB 
Pass.17","SB/WB
Need 1.17","SB/WB
Need 2.17","SB/WB
Construction.17","SB/WB
Encampments.17","SB/WB
Comments.5", LOS Score.4,los_2024_q3,FY24Q4 Date Evaluated,"NB/EB
Pass.18","NB/EB
Need 1.18","NB/EB
Need 2.18","NB/EB
Construction.18","NB/EB
Encampments.18","NB/EB
Comments.6","SB/WB 
Pass.18","SB/WB
Need 1.18","SB/WB
Need 2.18","SB/WB
Construction.18","SB/WB
Encampments.18","SB/WB
Comments.6", LOS Score.5,FY24Q4 Date Evaluated.1,"NB/EB
Pass.19","NB/EB
Need 1.19","NB/EB
Need 2.19","NB/EB
Construction.19","NB/EB
Encampments.19","NB/EB
Comments.7","SB/WB 
Pass.19","SB/WB
Need 1.19","SB/WB
Need 2.19","SB/WB
Construction.19","SB/WB
Encampments.19","SB/WB
Comments.7", LOS Score.6,los_2024_q4
27,27.0,12.0,ORA,5.0,,1.0,,2.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,,1,0.0,,1.0,,50.0,25.0,FY22/Q1,,1.0,,50.0,x,,,100.0,75.0,FY22/Q2,,X,,50.0,,1.0,,50.0,50.0,FY22/Q3,X,,,,,X,,,,,100.0,X,,,,,,X,,,,75.0,88.0,FY22/Q4,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q1,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q2,X,,,,,,X,,,,75.0,X,,,,,,X,,,,75.0,75.0,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q4,X,,,,,,X,,,,75.0,X,,,,,,X,,,,75.0,75.0,10/4/2023,X,,,,,,,X,,,,RS,75.0,10/5/2023,X,,,,,,,X,,,,RS,75.0,75.0,1/9/2024,,X,,,,RS,X,,,,,,75.0,1/10/2024,,X,,,,RS,X,,,,,,75.0,75.0,4/8/2024,X,,,,,,,X,,,,RS,75.0,4/9/2024,X,,,,,,,X,,,,RS,75.0,75.0,6/10/2024,X,,,,,,,X,,,,CM,75.0,6/12/2024,X,,,,,,,X,,,,CM,75.0,75.0
28,28.0,12.0,ORA,5.0,,2.0,,3.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,,1,0.0,,1.0,,50.0,25.0,FY22/Q1,,1.0,,50.0,x,,,100.0,75.0,FY22/Q2,,X,,50.0,,1.0,,50.0,50.0,FY22/Q3,X,,,,,X,,,,,100.0,X,,,,,,X,,,,75.0,88.0,FY22/Q4,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q1,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q2,X,,,,,,X,,,,75.0,X,,,,,,X,,,,75.0,75.0,FY23/Q3,X,,,,,,X,,,,75.0,X,,,,,X,,,,,100.0,88.0,FY23/Q4,X,,,,,,X,,,,75.0,X,,,,,,X,,,,75.0,75.0,10/4/2023,,X,,,,RS,,X,,,,RS,50.0,10/5/2023,,X,,,,RS,,X,,,,RS,50.0,50.0,1/9/2024,,X,,,,RS,X,,,,,,75.0,1/10/2024,,X,,,,RS,X,,,,,,75.0,75.0,4/8/2024,X,,,,,,,X,,,,RS,75.0,4/9/2024,X,,,,,,,X,,,,RS,75.0,75.0,6/10/2024,,,X,,,RS CM,,X,,,,CM,25.0,6/12/2024,,X,,,,RS CM,,X,,,,CM,50.0,38.0
29,29.0,12.0,ORA,5.0,,3.0,,4.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,,1,0.0,,1.0,,50.0,25.0,FY22/Q1,,1.0,,50.0,x,,,100.0,75.0,FY22/Q2,,X,,50.0,,1.0,,50.0,50.0,FY22/Q3,X,,,,,X,,,,,100.0,,X,,,,X,,,,,75.0,88.0,FY22/Q4,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q1,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q2,,X,,,,X,,,,,75.0,X,,,,,X,,,,,100.0,88.0,FY23/Q3,X,,,,,,X,,,,75.0,X,,,,,X,,,,,100.0,88.0,FY23/Q4,X,,,,,,X,,,,75.0,X,,,,,X,,,,,100.0,88.0,10/4/2023,,X,,,,RS,X,,,,,,50.0,10/5/2023,,X,,,,RS,X,,,,,,75.0,63.0,1/9/2024,X,,,,,,X,,,,,,100.0,1/10/2024,X,,,,,,X,,,,,,100.0,100.0,4/8/2024,X,,,,,,X,,,,,,100.0,4/9/2024,X,,,,,,X,,,,,,100.0,100.0,6/10/2024,,X,,,,CM,,X,,,,CM,50.0,6/12/2024,,X,,,,CM,,X,,,,CM,50.0,50.0
30,30.0,12.0,ORA,5.0,,4.0,,5.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,1.0,,,100.0,1.0,,,100.0,100.0,FY22/Q1,,1.0,,50.0,x,,,100.0,75.0,FY22/Q2,,,X,0.0,,1.0,,50.0,25.0,FY22/Q3,X,,,,,X,,,,,100.0,,X,,,,X,,,,,75.0,88.0,FY22/Q4,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q1,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q2,,X,,,,X,,,,,75.0,X,,,,,X,,,,,100.0,88.0,FY23/Q3,,X,,,,X,,,,,75.0,,X,,,,X,,,,,75.0,75.0,FY23/Q4,X,,,,,,X,,,,75.0,X,,,,,X,,,,,100.0,88.0,10/4/2023,X,,,,,,X,,,,,,100.0,10/5/2023,X,,,,,,X,,,,,,100.0,100.0,1/9/2024,X,,,,,,X,,,,,,100.0,1/10/2024,X,,,,,,X,,,,,,100.0,100.0,4/8/2024,,X,,,,RS,X,,,,,,75.0,4/9/2024,,X,,,,RS,X,,,,,,75.0,75.0,6/10/2024,,X,,,,RS,X,,,,,,75.0,6/12/2024,,X,,,,RS,X,,,,,,75.0,75.0
31,31.0,12.0,ORA,5.0,,5.0,,6.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,1.0,,,100.0,1.0,,,100.0,100.0,FY22/Q1,,1.0,,50.0,x,,,100.0,75.0,FY22/Q2,,,X,0.0,,1.0,,50.0,25.0,FY22/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY22/Q4,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q1,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q2,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q3,X,,,,,,X,,,,75.0,X,,,,,X,,,,,100.0,88.0,FY23/Q4,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,10/4/2023,X,,,,,,X,,,,,,100.0,10/5/2023,X,,,,,,X,,,,,,100.0,100.0,1/9/2024,X,,,,,,X,,,,,,100.0,1/10/2024,X,,,,,,X,,,,,,100.0,100.0,4/8/2024,X,,,,,,X,,,,,,100.0,4/9/2024,X,,,,,,X,,,,,,100.0,100.0,6/10/2024,,X,,,,CM,,X,,,,RS,50.0,6/12/2024,,X,,,,CM,,X,,,,RS,50.0,50.0
32,32.0,12.0,ORA,5.0,,6.0,,7.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,1.0,,,100.0,,1.0,,50.0,75.0,FY22/Q1,1.0,,,100.0,x,,,100.0,100.0,FY22/Q2,,,X,0.0,,1.0,,50.0,25.0,FY22/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY22/Q4,X,,,,,X,,,,,100.0,X,,,,,,X,,,,75.0,87.5,FY23/Q1,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q2,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q4,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,10/4/2023,X,,,,,,X,,,,,,100.0,10/5/2023,X,,,,,,X,,,,,,100.0,100.0,1/9/2024,X,,,,,,,X,,,,CM,75.0,1/10/2024,X,,,,,,,X,,,,CM,75.0,75.0,4/8/2024,X,,,,,,X,,,,,,100.0,4/9/2024,X,,,,,,X,,,,,,100.0,100.0,6/10/2024,X,,,,,,,X,,,,RS,75.0,6/12/2024,X,,,,,,,X,,,,RS,75.0,75.0
33,33.0,12.0,ORA,5.0,,7.0,,8.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,,1,0.0,,1.0,,50.0,25.0,FY22/Q1,,,1,0.0,x,,,100.0,50.0,FY22/Q2,X,,,100.0,,1.0,,50.0,75.0,FY22/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY22/Q4,X,,,,,X,,,,,100.0,,X,,,,,X,,,,50.0,75.0,FY23/Q1,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q2,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q4,,X,,,,X,,,,,75.0,,X,,,,,X,,,,50.0,63.0,10/4/2023,X,,,,,,,X,,,,RS,75.0,10/5/2023,X,,,,,,,X,,,,RS,75.0,75.0,1/9/2024,X,,,,,,X,,,,,,100.0,1/10/2024,X,,,,,,X,,,,,,100.0,100.0,4/8/2024,X,,,,,,X,,,,,,100.0,4/9/2024,X,,,,,,X,,,,,,100.0,100.0,6/10/2024,X,,,,,,,,X,,,CM,50.0,6/12/2024,X,,,,,,,X,,,,CM,75.0,63.0
34,34.0,12.0,ORA,5.0,,8.0,,9.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,,1,0.0,,1.0,,50.0,25.0,FY22/Q1,,,1,0.0,x,,,100.0,50.0,FY22/Q2,,X,,50.0,,1.0,,50.0,50.0,FY22/Q3,,X,,,,X,,,,,75.0,X,,,,,,X,,,,75.0,75.0,FY22/Q4,X,,,,,X,,,,,100.0,,X,,,,X,,,,,75.0,87.5,FY23/Q1,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q2,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q3,,X,,,,,X,,,,50.0,,X,,,,X,,,,,75.0,63.0,FY23/Q4,,X,,,,X,,,,,75.0,,X,,,,,X,,,,50.0,63.0,10/4/2023,X,,,,,RS,X,,,,,,100.0,10/5/2023,X,,,,,,X,,,,,,100.0,100.0,1/9/2024,X,,,,,,X,,,,,,100.0,1/10/2024,X,,,,,,X,,,,,,100.0,100.0,4/8/2024,X,,,,,,X,,,,,,100.0,4/9/2024,X,,,,,,X,,,,,,100.0,100.0,6/10/2024,,X,,,,CM,X,,,,,,75.0,6/12/2024,,X,,,,CM,X,,,,,,75.0,75.0
35,35.0,12.0,ORA,5.0,,9.0,,10.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,1.0,,,100.0,1.0,,,100.0,100.0,FY22/Q1,,1.0,,50.0,,x,,50.0,50.0,FY22/Q2,,X,,50.0,,1.0,,50.0,50.0,FY22/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY22/Q4,,X,,,,X,,,,,75.0,,X,,,,X,,,,,75.0,75.0,FY23/Q1,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q2,,X,,,,X,,,,,75.0,,X,,,,X,,,,,75.0,75.0,FY23/Q3,X,,,,,,X,,,,75.0,X,,,,,X,,,,,100.0,88.0,FY23/Q4,X,,,,,,X,,,,75.0,X,,,,,X,,,,,100.0,88.0,10/4/2023,,X,,,,RS,X,,,,,,75.0,10/5/2023,,X,,,,RS,X,,,,,,75.0,75.0,1/9/2024,,X,,,,CM,,X,,,,RS,50.0,1/10/2024,,X,,,,RS CM,,X,,,,RS ,50.0,50.0,4/8/2024,X,,,,,,X,,,,,,100.0,4/9/2024,X,,,,,,X,,,,,,100.0,100.0,6/10/2024,,X,,,,CM,X,,,,,,75.0,6/12/2024,,X,,,,CM,X,,,,,,75.0,75.0
36,36.0,12.0,ORA,5.0,,10.0,,11.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,1.0,,,100.0,1.0,,,100.0,100.0,FY22/Q1,,1.0,,50.0,,x,,50.0,50.0,FY22/Q2,X,,,100.0,,1.0,,50.0,75.0,FY22/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY22/Q4,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q1,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q2,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q3,X,,,,,,X,,,,75.0,X,,,,,X,,,,,100.0,88.0,FY23/Q4,,X,,,,,X,,,,50.0,,X,,,X,X,,,,,75.0,63.0,10/4/2023,,X,,,,CM RS,X,,,,,,75.0,10/5/2023,,X,,,,RS,X,,,,,,75.0,75.0,1/9/2024,X,,,,,,X,,,,,,100.0,1/10/2024,X,,,,,,X,,,,,,100.0,100.0,4/8/2024,X,,,,,,X,,,,,,100.0,4/9/2024,X,,,,,,X,,,,,,100.0,100.0,6/10/2024,,X,,,,RS,,X,,,,RS,50.0,6/12/2024,,X,,,,RS,,X,,,,RS,50.0,50.0
37,37.0,12.0,ORA,5.0,,11.0,,12.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,1.0,,50.0,1.0,,,100.0,75.0,FY22/Q1,,1.0,,50.0,,x,,50.0,50.0,FY22/Q2,,,X,0.0,,1.0,,50.0,25.0,FY22/Q3,,X,,,,X,,,,,75.0,X,,,,,X,,,,,100.0,88.0,FY22/Q4,X,,,,,X,,,,,100.0,X,,,,,,X,,,,75.0,87.5,FY23/Q1,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q2,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q3,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,FY23/Q4,X,,,,,X,,,,,100.0,X,,,,,X,,,,,100.0,100.0,10/4/2023,,,X,,,,,X,,,,CM,25.0,10/5/2023,,,X,,,CM RS,,X,,,,RS,25.0,25.0,1/9/2024,X,,,,,,,,X,,,CM RS,50.0,1/10/2024,,X,,,,RS CM,,,X,,,RS CM SWP,25.0,38.0,4/8/2024,X,,,,,,,X,,,,RS,75.0,4/9/2024,X,,,,,,,X,,,,RS,75.0,75.0,6/10/2024,,,X,,,RS,,,X,,,CM RS,0.0,6/12/2024,,,X,,,RS,,,X,,,CM RS,0.0,0.0
38,38.0,12.0,ORA,5.0,,12.0,,13.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,,1,0.0,,1.0,,50.0,25.0,FY22/Q1,,,1,0.0,,,x,0.0,0.0,FY22/Q2,,,X,0.0,,1.0,,50.0,25.0,FY22/Q3,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY22/Q4,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q1,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q2,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q3,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q4,,,,X,,,,,X,,,,,,X,,,,,X,,,,10/4/2023,,,,X,,,,,,X,,,,10/5/2023,,,,X,,,,,,X,,,,,1/9/2024,,,,X,,,,,,X,,,,1/10/2024,,,,X,,,,,,X,,,,,4/8/2024,,,,X,,,,,,X,,,,4/9/2024,,,,X,,,,,,X,,,,,6/10/2024,,,,X,,,,,,X,,,,6/12/2024,,,,X,,Const,,,,X,,Const,,
39,39.0,12.0,ORA,5.0,,13.0,,14.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,,1,0.0,,1.0,,50.0,25.0,FY22/Q1,,,1,0.0,,,x,0.0,0.0,FY22/Q2,,X,,50.0,,1.0,,50.0,50.0,FY22/Q3,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY22/Q4,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q1,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q2,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q3,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q4,,,,X,,,,,X,,,,,,X,,,,,X,,,,10/4/2023,,,,X,,,,,,X,,,,10/5/2023,,,,X,,,,,,X,,,,,1/9/2024,,,,X,,,,,,X,,,,1/10/2024,,,,X,,,,,,X,,,,,4/8/2024,,,,X,,,,,,X,,,,4/9/2024,,,,X,,,,,,X,,,,,6/10/2024,,,,X,,,,,,X,,,,6/12/2024,,,,X,,Const,,,,X,,Const,,
40,40.0,12.0,ORA,5.0,,14.0,,15.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,,1,0.0,,,1,0.0,0.0,FY22/Q1,,,1,0.0,,,x,0.0,0.0,FY22/Q2,,,X,0.0,,1.0,,50.0,25.0,FY22/Q3,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY22/Q4,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q1,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q2,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q3,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q4,,,,X,,,,,X,,,,,,X,,,,,X,,,,10/4/2023,,,,X,,,,,,X,,,,10/5/2023,,,,X,,,,,,X,,,,,1/9/2024,,,,X,,,,,,X,,,,1/10/2024,,,,X,,,,,,X,,,,,4/8/2024,,,,X,,,,,,X,,,,4/9/2024,,,,X,,,,,,X,,,,,6/10/2024,,,,X,,,,,,X,,,,6/12/2024,,,,X,,Const,,,,X,,Const,,
41,41.0,12.0,ORA,5.0,,15.0,,16.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,,1,0.0,,,1,0.0,0.0,FY22/Q1,,,1,0.0,,,x,0.0,0.0,FY22/Q2,,X,,50.0,,1.0,,50.0,50.0,FY22/Q3,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY22/Q4,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q1,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q2,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q3,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q4,,,,X,,,,,X,,,,,,X,,,,,X,,,,10/4/2023,,,,X,,,,,,X,,,,10/5/2023,,,,X,,,,,,X,,,,,1/9/2024,,,,X,,,,,,X,,,,1/10/2024,,,,X,,,,,,X,,,,,4/8/2024,,,,X,,,,,,X,,,,4/9/2024,,,,X,,,,,,X,,,,,6/10/2024,,,,X,,,,,,X,,,,6/12/2024,,,,X,,Const,,,,X,,Const,,
42,42.0,12.0,ORA,5.0,,16.0,,17.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,,1,0.0,,,1,0.0,0.0,FY22/Q1,,,1,0.0,,,x,0.0,0.0,FY22/Q2,,,X,0.0,,1.0,,50.0,25.0,FY22/Q3,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY22/Q4,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q1,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q2,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q3,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q4,,,,X,,,,,X,,,,,,X,,,,,X,,,,10/4/2023,,,,X,,,,,,X,,,,10/5/2023,,,,X,,,,,,X,,,,,1/9/2024,,,,X,,,,,,X,,,,1/10/2024,,,,X,,,,,,X,,,,,4/8/2024,,,,X,,,,,,X,,,,4/9/2024,,,,X,,,,,,X,,,,,6/10/2024,,,,X,,,,,,X,,,,6/12/2024,,,,X,,Const,,,,X,,Const,,
43,43.0,12.0,ORA,5.0,,17.0,,18.0,1.0,,12.0,District 12 - Orange Region,District 12 - Orange Region,SoCst-5,Beg FY22,,,1,0.0,,1.0,,50.0,25.0,FY22/Q1,,1.0,,50.0,,,x,0.0,25.0,FY22/Q2,,,X,0.0,,1.0,,50.0,25.0,FY22/Q3,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY22/Q4,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q1,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q2,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q3,,,,X,,,,,X,,,,,,X,,,,,X,,,,FY23/Q4,,,,X,,,,,X,,,,,,X,,,,,X,,,,10/4/2023,,,,X,,,,,,X,,,,10/5/2023,,,,X,,,,,,X,,,,,1/9/2024,,,,X,,,,,,X,,,,1/10/2024,,,,X,,,,,,X,,,,,4/8/2024,,,,X,,,,,,X,,,,4/9/2024,,,,X,,,,,,X,,,,,6/10/2024,,,,X,,,,,,X,,,,6/12/2024,,,,X,,Const,,,,X,,Const,,
